-0.958, -4.283, 10.029
-0.958, -4.283, 10.029
-2.03, 3.443, 13.194
2.047, -0.22, 9.957
-0.555, 1.441, 15.72
-2.251, 1.733, 8.545
-0.998, -3.194, 10.618
-0.998, -3.194, 10.618
-0.438, -0.316, 12.718
3.536, 3.405, 10.357
-2.258, -5.928, 11.523
-2.907, -5.672, 11.633
-3.522, 4.288, 4.803
-2.521, 4.128, 4.963
1.108, -5.935, 11.846
-1.599, -0.354, 9.986
0.675, 3.979, 9.55
0.11, 3.704, 8.054
1.906, -2.593, 11.332
1.832, 6.349, 7.341
0.311, 0.326, 8.763
0.311, 0.326, 8.763
-5.068, -1.147, 8.267
2.353, 3.637, 3.393
1.168, 2.907, 2.622
1.587, -5.554, 10.429
1.298, 1.08, 13.163
0.74, 0.287, 7.149
-1.585, -1.791, 7.807
-0.546, 3.871, 13.015
2.358, 3.199, 8.325
2.358, 3.199, 8.325
-0.302, -3.017, 12.114
-0.218, 0.613, 11.758
0.318, -3.476, 10.757
0.318, -3.476, 10.757
1.597, 1.741, 14.669
1.98, -0.223, 11.988
1.98, -0.223, 11.988
-0.611, -4.245, 8.966
1.164, 2.801, 8.77
1.985, 2.449, 8.66
1.374, -0.263, 14.36
-1.3, 0.235, 9.203
-1.3, 0.235, 9.203
0.697, 0.766, 12.766
-0.725, -1.329, 8.866
-0.476, 0.668, 9.742
1.453, -2.818, 9.579
1.786, -1.3, 9.024
2.722, 2.749, 11.983
2.722, 2.749, 11.983
0.649, 1.015, 5.667
2.009, -0.946, 14.64
-0.814, 0.656, 5.638
-0.608, 1.518, 14.497
-2.49, -1.13, 6.483
-2.49, -1.13, 6.483
0.869, 0.16, 11.968
-1.8, 2.277, 8.784
1.113, -2.545, 9.581
2.607, -1.676, 12.641
-1.403, 0.045, 7.12
-1.403, 0.045, 7.12
0.637, 2.116, 8.494
-1.731, 0.151, 8.784
-1.02, -2.143, 7.829
0.666, -0.792, 11.209
-0.168, 1.238, 8.143
0.16, -1.621, 13.625
0.45, -0.692, 12.766
0.45, -0.692, 12.766
1.195, -0.357, 9.488
1.137, -1.128, 13.781
-3.282, -0.273, 7.654
0.29, 0.014, 13.35
0.29, 0.014, 13.35
-2.447, 2.725, 7.465
1.132, -1.721, 11.49
0.45, 3.979, 8.583
0.45, 3.979, 8.583
-0.713, -1.681, 12.217
2.71, 2.811, 10.431
1.544, 2.887, 8.676
-2.296, -2.349, 14.868
-2.296, -2.349, 14.868
-0.809, 2.442, 8.593
-1.305, 1.731, 10.324
-2.088, -1.164, 10.723
-1.99, 3.175, 8.588
-1.99, 3.175, 8.588
1.525, -2.392, 6.153
-0.189, 0.263, 13.716
-0.316, -0.227, 8.346
-0.316, -0.227, 8.346
-0.378, 4.575, 6.744
1.056, 1.357, 7.554
0.996, -4.901, 7.013
2.31, 3.122, 6.984
-2.784, -2.104, 6.943
-3.206, -1.659, 6.51
1.154, 2.083, 16.23
0.57, -0.905, 10.02
0.57, -0.905, 10.02
0.699, 0.814, 11.887
1.554, 3.393, 14.061
1.219, 0.235, 10.539
-0.199, -4.436, 10.039
-0.397, 3.503, 10.599
-0.397, 3.503, 10.599
3.831, 0.883, 11.37
-0.283, -2.856, 6.919
0.836, -0.678, 17.315
-1.14, 1.75, 5.188
0.187, -4.851, 7.06
-0.658, -4.784, 6.996
3.033, 3.62, 9.507
3.033, 3.62, 9.507
0.998, -3.955, 9.33
2.332, 2.03, 8.569
0.23, 0.804, 9.529
0.23, 0.804, 9.529
2.121, 1.008, 11.083
-0.421, -1.307, 10.395
1.453, 0.697, 11.279
-1.432, 0.924, 6.002
-1.432, 0.924, 6.002
0.594, 2.152, 12.703
-0.338, -2.459, 8.035
-0.338, -2.459, 8.035
1.365, 2.83, 11.356
-0.144, 0.472, 5.82
-2.076, 3.266, 10.573
-2.076, 3.266, 10.573
0.819, -0.788, 6.878
-1.911, 0.68, 10.36
-0.843, -1.152, 11.253
-0.843, -1.152, 11.253
1.171, 2.552, 10.905
-1.02, -3.009, 10.738
-1.286, 0.536, 11.322
0.376, -5.255, 12.897
0.376, -5.255, 12.897
-0.931, 3.656, 11.865
-2.284, 2.023, 9.833
-0.086, -1.116, 12.553
1.776, 1.602, 11.119
-0.922, 1.006, 6.974
-1.278, -0.395, 12.268
-0.862, -0.278, 12.426
1.738, 1.453, 12.94
-0.256, 2.672, 4.669
1.068, -0.936, 10.673
3.266, 2.385, 9.129
-0.247, 0.577, 8.696
-0.381, -3.002, 9.234
-0.381, -3.002, 9.234
0.053, 3.359, 10.747
2.658, 2.035, 9.045
0.026, -0.876, 11.724
1.93, 2.454, 7.997
1.93, 2.454, 7.997
-1.386, 1.099, 5.463
0.237, 2.559, 9.584
4.19, 2.32, 8.344
4.19, 2.32, 8.344
1.077, -1.602, 5.971
2.638, 2.164, 9.368
2.638, 2.164, 9.368
0.785, -0.742, 9.179
-2.164, 3.031, 8.892
-2.164, 3.031, 8.892
1.132, -1.554, 7.676
1.12, -1.132, 10.616
2.291, 0.371, 12.778
1.31, 0.156, 9.337
-0.096, -1.827, 10.455
-0.096, -1.827, 10.455
1.245, 2.962, 10.257
0.321, -3.127, 12.05
-1.583, 2.011, 11.334
-0.867, -0.067, 12.407
-2.131, 1.614, 9.531
-2.131, 1.614, 9.531
-1.271, 2.325, 10.623
-0.11, -0.91, 6.699
1.104, 2.595, 9.153
1.221, 2.049, 6.934
1.221, 2.049, 6.934
-0.536, 1.259, 10.357
0.931, -0.814, 9.538
1.125, -0.998, 9.687
-2.873, -2.971, 9.428
3.428, 6.445, 8.696
-3.086, 2.837, 10.491
-3.086, 2.837, 10.491
0.682, -8.411, 8.02
-2.325, 1.08, 7.561
0.39, 3.227, 15.112
-1.499, -3.397, 6.349
-1.499, -3.397, 6.349
