0.759, 0.527, 11.198
0.759, 0.527, 11.198
-1.243, -0.048, 7.53
-0.022, 3.136, 15.004
-0.208, 0.105, 7.685
-0.208, 0.105, 7.685
0.055, 0.962, 10.494
-0.529, 2.418, 11.344
-1.583, 0.895, 8.722
0.022, 1.24, 8.583
0.022, 1.24, 8.583
-0.572, 1.039, 8.657
1.547, 0.891, 8.435
1.389, 0.838, 8.763
0.572, -0.122, 10.968
-0.467, 2.746, 10.412
-1.123, 1.753, 8.899
-1.123, 1.753, 8.899
0.431, 1.001, 9.584
0.333, 2.286, 7.683
0.333, 2.286, 7.683
-0.287, 1.719, 11.98
-0.184, 0.175, 8.497
0.452, 1.846, 9.409
-1.101, -1.295, 11.221
0.376, 2.775, 11.423
-0.012, -1.659, 9.433
1.199, 1.729, 10.898
1.199, 1.729, 10.898
0.117, 0.862, 9.835
0.661, 2.813, 12.718
-2.425, 1.59, 7.712
-2.004, -1.384, 11.473
-0.232, 2.935, 7.417
-0.232, 2.935, 7.417
1.221, 0.153, 10.752
-0.433, -1.176, 8.732
1.13, 4.307, 12.993
-1.427, -0.551, 7.81
-0.601, -0.723, 13.568
-0.369, 4.645, 11.442
1.578, 3.021, 8.219
-1.36, -5.248, 9.998
-1.36, -5.248, 9.998
0.218, 5.66, 18.528
-0.895, -2.349, 9.06
-0.895, -2.349, 9.06
0.661, -1.329, 17.02
2.425, 6.249, 5.964
-1.523, -3.958, 7.056
-1.523, -3.958, 7.056
-2.258, 3.608, 10.661
-0.101, 0.077, 9.189
-0.122, -2.128, 9.907
2.231, 6.074, 12.347
0.204, 2.006, 7.484
-3.266, -2.411, 2.188
-3.823, -2.219, 3.024
-0.098, 4.149, 6.337
0.848, 3.843, 7.185
-0.584, 1.978, 13.446
0.22, 2.452, 8.09
-0.314, 2.353, 10.506
0.06, 0.347, 5.61
-0.496, -1.738, 12.062
0.539, 1.302, 9.749
-1.927, 2.523, 11.375
-1.927, 2.523, 11.375
0.342, -0.668, 9.328
0.029, -0.311, 8.195
-0.651, -0.649, 8.655
0.223, -0.378, 12.723
-0.51, 1.104, 9.608
0.139, -0.144, 11.535
0.139, -0.144, 11.535
0.045, -1.63, 7.716
-0.39, 3.208, 9.179
0.615, -2.011, 6.072
0.812, 0.287, 11.138
-0.239, 4.032, 11.044
-0.196, 3.989, 10.884
0.895, 0.364, 7.515
-0.692, -1.674, 12.763
1.762, 1.87, 8.485
-0.577, 2.866, 11.298
0.771, -0.436, 13.896
0.122, -0.962, 9.05
0.122, -0.962, 9.05
0.177, 0.812, 13.211
-1.853, 1.147, 11.03
-1.755, 0.69, 9.804
-1.238, 0.211, 9.79
-1.336, 2.061, 9.665
-1.336, 2.061, 9.665
0.067, -0.285, 10.582
-0.244, -0.587, 6.27
-0.802, 1.015, 8.674
-0.493, 1.731, 10.046
0.227, -0.804, 10.577
0.227, -0.804, 10.577
-0.991, 2.516, 8.906
-1.568, 1.946, 8.732
-1.784, 0.625, 8.715
-1.053, 1.516, 9.069
-1.053, 1.516, 9.069
-0.378, 0.769, 9.852
-1.104, -1.662, 11.15
-0.041, 0.448, 9.747
-2.301, -2.344, 7.321
-1.125, 1.92, 12.45
-1.125, 1.92, 12.45
-0.426, 0.201, 10.223
-2.246, -2.792, 9.735
1.317, -0.429, 13.721
0.141, 3.263, 7.099
-1.7, 3.201, 6.498
-2.538, -3.402, 8.846
